966,2015E5,2015E5_1,Aye,12/21/2016 10:42AM,1,Motion 8,
966,2015E5,2015E5_2,No,12/21/2016  3:11PM,1,Motion 1,
966,2015E5,2015E5_3,No,12/21/2016  3:18PM,1,Motion 1,
966,2015E5,2015E5_4,No,12/21/2016  6:21PM,1,,
966,2015E5,2015E5_5,No,12/21/2016  7:00PM,1,,
966,2015E5,2015E5_6,No,12/21/2016  7:00PM,2,,
966,2015E5,2015E5_7,No,12/21/2016  7:11PM,1,,
966,2015E5,2015E5_8,No,12/21/2016  7:27PM,2,,
913,2015E5,2015E5_1,Aye,12/21/2016 10:35AM,1,,
913,2015E5,2015E5_2,Aye,12/21/2016 10:42AM,1,R2,
913,2015E5,2015E5_3,Aye,12/21/2016  5:33PM,2,,
914,2015E5,2015E5_1,N/V,12/21/2016 10:35AM,1,,
914,2015E5,2015E5_2,N/V,12/21/2016 10:42AM,1,R2,
914,2015E5,2015E5_3,N/V,12/21/2016  5:33PM,2,,
515,2015E5,2015E5_1,Aye,12/21/2016 10:35AM,1,,
515,2015E5,2015E5_2,Aye,12/21/2016 10:42AM,1,R2,
515,2015E5,2015E5_3,No,12/21/2016  5:33PM,2,,
919,2015E5,2015E5_1,Aye,12/21/2016 10:35AM,1,,
919,2015E5,2015E5_2,Aye,12/21/2016 10:42AM,1,R2,
919,2015E5,2015E5_3,No,12/21/2016  5:33PM,2,,
912,2015E5,2015E5_1,Aye,12/21/2016 10:35AM,1,,
912,2015E5,2015E5_2,Aye,12/21/2016 10:42AM,1,R2,
912,2015E5,2015E5_3,N/V,12/21/2016  5:33PM,2,,
508,2015E5,2015E5_1,N/V,12/21/2016 10:35AM,1,,
508,2015E5,2015E5_2,N/V,12/21/2016 10:42AM,1,R2,
508,2015E5,2015E5_3,Aye,12/21/2016  5:33PM,2,,
761,2015E5,2015E5_1,Excused Absence,12/21/2016 10:35AM,1,,
761,2015E5,2015E5_2,Excused Absence,12/21/2016 10:42AM,1,R2,
761,2015E5,2015E5_3,Excused Absence,12/21/2016  5:33PM,2,,
687,2015E5,2015E5_1,Aye,12/21/2016 10:35AM,1,,
687,2015E5,2015E5_2,Aye,12/21/2016 10:42AM,1,R2,
687,2015E5,2015E5_3,Aye,12/21/2016  5:33PM,2,,
758,2015E5,2015E5_1,Aye,12/21/2016 10:35AM,1,,
758,2015E5,2015E5_2,Aye,12/21/2016 10:42AM,1,R2,
758,2015E5,2015E5_3,Aye,12/21/2016  5:33PM,2,,
759,2015E5,2015E5_1,Aye,12/21/2016 10:35AM,1,,
759,2015E5,2015E5_2,Aye,12/21/2016 10:42AM,1,R2,
759,2015E5,2015E5_3,Excused Absence,12/21/2016  5:33PM,2,,
915,2015E5,2015E5_1,Aye,12/21/2016 10:35AM,1,,
915,2015E5,2015E5_2,Aye,12/21/2016 10:42AM,1,R2,
915,2015E5,2015E5_3,No,12/21/2016  5:33PM,2,,
686,2015E5,2015E5_1,Excused Absence,12/21/2016 10:35AM,1,,
686,2015E5,2015E5_2,Excused Absence,12/21/2016 10:42AM,1,R2,
686,2015E5,2015E5_3,Excused Absence,12/21/2016  5:33PM,2,,
757,2015E5,2015E5_1,Aye,12/21/2016 10:35AM,1,,
757,2015E5,2015E5_2,Aye,12/21/2016 10:42AM,1,R2,
757,2015E5,2015E5_3,No,12/21/2016  5:33PM,2,,
980,2015E5,2015E5_1,Aye,12/21/2016 10:35AM,1,,
980,2015E5,2015E5_2,Aye,12/21/2016 10:42AM,1,R2,
980,2015E5,2015E5_3,Aye,12/21/2016  5:33PM,2,,
622,2015E5,2015E5_1,Aye,12/21/2016 10:35AM,1,,
