776,2015E2,2015E2_1,No,03/23/2016 10:24AM,1,Motion 8,
776,2015E2,2015E2_2,N/V,03/23/2016  6:29PM,2,,
776,2015E2,2015E2_3,N/V,03/23/2016  6:29PM,3,,
776,2015E2,2015E2_4,N/V,03/23/2016  6:31PM,2,,
914,2015E2,2015E2_1,Aye,03/23/2016 10:12AM,1,,
914,2015E2,2015E2_2,Aye,03/23/2016 10:15AM,1,R2,
914,2015E2,2015E2_3,No,03/23/2016  1:02PM,2,Motion 12,
914,2015E2,2015E2_4,Aye,03/23/2016  1:12PM,2,A1,"A1 Martin, G."
914,2015E2,2015E2_5,Aye,03/23/2016  1:38PM,2,A2,A2 Floyd
914,2015E2,2015E2_6,No,03/23/2016  1:38PM,2,A2,A2 Floyd
914,2015E2,2015E2_7,Aye,03/23/2016  2:36PM,2,A3,A3 Cotham
914,2015E2,2015E2_8,Aye,03/23/2016  2:53PM,2,A4,A4 Bishop
914,2015E2,2015E2_9,Aye,03/23/2016  3:04PM,2,,
914,2015E2,2015E2_10,Aye,03/23/2016  3:05PM,3,,
914,2015E2,2015E2_11,Aye,03/23/2016  3:08PM,2,,
515,2015E2,2015E2_1,Aye,03/23/2016 10:12AM,1,,
515,2015E2,2015E2_2,Aye,03/23/2016 10:15AM,1,R2,
515,2015E2,2015E2_3,Aye,03/23/2016  1:02PM,2,Motion 12,
515,2015E2,2015E2_4,No,03/23/2016  1:12PM,2,A1,"A1 Martin, G."
515,2015E2,2015E2_5,Aye,03/23/2016  1:38PM,2,A2,A2 Floyd
515,2015E2,2015E2_6,Aye,03/23/2016  1:38PM,2,A2,A2 Floyd
515,2015E2,2015E2_7,Aye,03/23/2016  2:36PM,2,A3,A3 Cotham
515,2015E2,2015E2_8,Aye,03/23/2016  2:53PM,2,A4,A4 Bishop
515,2015E2,2015E2_9,Aye,03/23/2016  3:04PM,2,,
515,2015E2,2015E2_10,Aye,03/23/2016  3:05PM,3,,
515,2015E2,2015E2_11,Aye,03/23/2016  3:08PM,2,,
919,2015E2,2015E2_1,Aye,03/23/2016 10:12AM,1,,
