968,2015E3,2015E3_1,Aye,12/13/2016 10:57AM,1,Motion 8,
968,2015E3,2015E3_2,Excused Absence,12/14/2016 11:50AM,2,,
968,2015E3,2015E3_3,Excused Absence,12/14/2016  1:49PM,2,,
776,2015E3,2015E3_1,Excused Absence,12/13/2016 10:57AM,1,Motion 8,
776,2015E3,2015E3_2,Aye,12/14/2016 11:50AM,2,,
776,2015E3,2015E3_3,Aye,12/14/2016  1:49PM,2,,
914,2015E3,2015E3_1,No,12/13/2016 10:27AM,1,,
914,2015E3,2015E3_2,Aye,12/13/2016 10:33AM,1,R2,
914,2015E3,2015E3_3,No,12/13/2016  5:40PM,2,A1,"A1 Graham, C."
914,2015E3,2015E3_4,Aye,12/13/2016  5:42PM,2,A2,A2 Dollar
914,2015E3,2015E3_5,Aye,12/13/2016  5:51PM,2,,
914,2015E3,2015E3_7,Aye,12/14/2016  1:34PM,1,M11,
914,2015E3,2015E3_6,N/V,12/14/2016  1:14PM,2,,
515,2015E3,2015E3_1,N/V,12/13/2016 10:27AM,1,,
515,2015E3,2015E3_2,N/V,12/13/2016 10:33AM,1,R2,
515,2015E3,2015E3_3,Aye,12/13/2016  5:40PM,2,A1,"A1 Graham, C."
515,2015E3,2015E3_4,Aye,12/13/2016  5:42PM,2,A2,A2 Dollar
515,2015E3,2015E3_5,Aye,12/13/2016  5:51PM,2,,
515,2015E3,2015E3_7,Aye,12/14/2016  1:34PM,1,M11,
515,2015E3,2015E3_6,Aye,12/14/2016  1:14PM,2,,
919,2015E3,2015E3_1,Aye,12/13/2016 10:27AM,1,,
919,2015E3,2015E3_2,No,12/13/2016 10:33AM,1,R2,
919,2015E3,2015E3_3,Aye,12/13/2016  5:40PM,2,A1,"A1 Graham, C."
919,2015E3,2015E3_4,Aye,12/13/2016  5:42PM,2,A2,A2 Dollar
919,2015E3,2015E3_5,Aye,12/13/2016  5:51PM,2,,
919,2015E3,2015E3_7,Aye,12/14/2016  1:34PM,1,M11,
919,2015E3,2015E3_6,Aye,12/14/2016  1:14PM,2,,
761,2015E3,2015E3_1,Aye,12/13/2016 10:27AM,1,,
761,2015E3,2015E3_2,Aye,12/13/2016 10:33AM,1,R2,
761,2015E3,2015E3_3,No,12/13/2016  5:40PM,2,A1,"A1 Graham, C."
761,2015E3,2015E3_4,Aye,12/13/2016  5:42PM,2,A2,A2 Dollar
761,2015E3,2015E3_5,Aye,12/13/2016  5:51PM,2,,
761,2015E3,2015E3_7,Aye,12/14/2016  1:34PM,1,M11,
761,2015E3,2015E3_6,Aye,12/14/2016  1:14PM,2,,
508,2015E3,2015E3_1,Aye,12/13/2016 10:27AM,1,,
508,2015E3,2015E3_2,Aye,12/13/2016 10:33AM,1,R2,
508,2015E3,2015E3_3,No,12/13/2016  5:40PM,2,A1,"A1 Graham, C."
508,2015E3,2015E3_4,Aye,12/13/2016  5:42PM,2,A2,A2 Dollar
508,2015E3,2015E3_5,Aye,12/13/2016  5:51PM,2,,
508,2015E3,2015E3_7,Aye,12/14/2016  1:34PM,1,M11,
508,2015E3,2015E3_6,Aye,12/14/2016  1:14PM,2,,
912,2015E3,2015E3_1,Aye,12/13/2016 10:27AM,1,,
912,2015E3,2015E3_2,Aye,12/13/2016 10:33AM,1,R2,
912,2015E3,2015E3_3,No,12/13/2016  5:40PM,2,A1,"A1 Graham, C."
912,2015E3,2015E3_4,Aye,12/13/2016  5:42PM,2,A2,A2 Dollar
912,2015E3,2015E3_5,Aye,12/13/2016  5:51PM,2,,
912,2015E3,2015E3_7,Aye,12/14/2016  1:34PM,1,M11,
912,2015E3,2015E3_6,Aye,12/14/2016  1:14PM,2,,
687,2015E3,2015E3_1,Aye,12/13/2016 10:27AM,1,,
687,2015E3,2015E3_2,Aye,12/13/2016 10:33AM,1,R2,
687,2015E3,2015E3_3,No,12/13/2016  5:40PM,2,A1,"A1 Graham, C."
687,2015E3,2015E3_4,Aye,12/13/2016  5:42PM,2,A2,A2 Dollar
687,2015E3,2015E3_5,Aye,12/13/2016  5:51PM,2,,
687,2015E3,2015E3_7,Aye,12/14/2016  1:34PM,1,M11,
687,2015E3,2015E3_6,Aye,12/14/2016  1:14PM,2,,
913,2015E3,2015E3_1,Aye,12/13/2016 10:27AM,1,,
