120,2007E1,2007E1_1425,Aye,09/10/2007  7:47PM,1,R2,
120,2007E1,2007E1_1430,Aye,09/11/2007  2:26PM,2,,
120,2007E1,2007E1_1426,No,09/11/2007  1:32PM,2,A1,A1 Luebke
120,2007E1,2007E1_1427,No,09/11/2007  1:57PM,2,A2,A2 Blust
120,2007E1,2007E1_1428,Aye,09/11/2007  2:03PM,2,,
120,2007E1,2007E1_1429,Aye,09/11/2007  2:25PM,3,,
119,2007E1,2007E1_1425,Excused Absence,09/10/2007  7:47PM,1,R2,
119,2007E1,2007E1_1430,Excused Absence,09/11/2007  2:26PM,2,,
119,2007E1,2007E1_1426,Excused Absence,09/11/2007  1:32PM,2,A1,A1 Luebke
119,2007E1,2007E1_1427,Excused Absence,09/11/2007  1:57PM,2,A2,A2 Blust
119,2007E1,2007E1_1428,Excused Absence,09/11/2007  2:03PM,2,,
119,2007E1,2007E1_1429,Excused Absence,09/11/2007  2:25PM,3,,
118,2007E1,2007E1_1425,Aye,09/10/2007  7:47PM,1,R2,
118,2007E1,2007E1_1430,Aye,09/11/2007  2:26PM,2,,
118,2007E1,2007E1_1426,No,09/11/2007  1:32PM,2,A1,A1 Luebke
118,2007E1,2007E1_1427,No,09/11/2007  1:57PM,2,A2,A2 Blust
118,2007E1,2007E1_1428,Aye,09/11/2007  2:03PM,2,,
118,2007E1,2007E1_1429,Aye,09/11/2007  2:25PM,3,,
117,2007E1,2007E1_1425,N/V,09/10/2007  7:47PM,1,R2,
117,2007E1,2007E1_1430,N/V,09/11/2007  2:26PM,2,,
117,2007E1,2007E1_1426,N/V,09/11/2007  1:32PM,2,A1,A1 Luebke
117,2007E1,2007E1_1427,N/V,09/11/2007  1:57PM,2,A2,A2 Blust
117,2007E1,2007E1_1428,N/V,09/11/2007  2:03PM,2,,
117,2007E1,2007E1_1429,N/V,09/11/2007  2:25PM,3,,
116,2007E1,2007E1_1425,Aye,09/10/2007  7:47PM,1,R2,
116,2007E1,2007E1_1430,Aye,09/11/2007  2:26PM,2,,
116,2007E1,2007E1_1426,No,09/11/2007  1:32PM,2,A1,A1 Luebke
116,2007E1,2007E1_1427,No,09/11/2007  1:57PM,2,A2,A2 Blust
116,2007E1,2007E1_1428,Aye,09/11/2007  2:03PM,2,,
116,2007E1,2007E1_1429,Aye,09/11/2007  2:25PM,3,,
115,2007E1,2007E1_1425,Aye,09/10/2007  7:47PM,1,R2,
115,2007E1,2007E1_1430,Aye,09/11/2007  2:26PM,2,,
115,2007E1,2007E1_1426,No,09/11/2007  1:32PM,2,A1,A1 Luebke
115,2007E1,2007E1_1427,No,09/11/2007  1:57PM,2,A2,A2 Blust
115,2007E1,2007E1_1428,Aye,09/11/2007  2:03PM,2,,
115,2007E1,2007E1_1429,Aye,09/11/2007  2:25PM,3,,
114,2007E1,2007E1_1425,No,09/10/2007  7:47PM,1,R2,
114,2007E1,2007E1_1430,Aye,09/11/2007  2:26PM,2,,
114,2007E1,2007E1_1426,Aye,09/11/2007  1:32PM,2,A1,A1 Luebke
114,2007E1,2007E1_1427,Aye,09/11/2007  1:57PM,2,A2,A2 Blust
114,2007E1,2007E1_1428,No,09/11/2007  2:03PM,2,,
114,2007E1,2007E1_1429,No,09/11/2007  2:25PM,3,,
113,2007E1,2007E1_1425,Aye,09/10/2007  7:47PM,1,R2,
113,2007E1,2007E1_1430,Aye,09/11/2007  2:26PM,2,,
113,2007E1,2007E1_1426,Aye,09/11/2007  1:32PM,2,A1,A1 Luebke
113,2007E1,2007E1_1427,Aye,09/11/2007  1:57PM,2,A2,A2 Blust
113,2007E1,2007E1_1428,No,09/11/2007  2:03PM,2,,
113,2007E1,2007E1_1429,No,09/11/2007  2:25PM,3,,
112,2007E1,2007E1_1425,Aye,09/10/2007  7:47PM,1,R2,
112,2007E1,2007E1_1430,Aye,09/11/2007  2:26PM,2,,
112,2007E1,2007E1_1426,Aye,09/11/2007  1:32PM,2,A1,A1 Luebke
112,2007E1,2007E1_1427,No,09/11/2007  1:57PM,2,A2,A2 Blust
112,2007E1,2007E1_1428,No,09/11/2007  2:03PM,2,,
112,2007E1,2007E1_1429,No,09/11/2007  2:25PM,3,,
109,2007E1,2007E1_1425,No,09/10/2007  7:47PM,1,R2,
109,2007E1,2007E1_1430,Excused Absence,09/11/2007  2:26PM,2,,
109,2007E1,2007E1_1426,Excused Absence,09/11/2007  1:32PM,2,A1,A1 Luebke
109,2007E1,2007E1_1427,Excused Absence,09/11/2007  1:57PM,2,A2,A2 Blust
109,2007E1,2007E1_1428,Excused Absence,09/11/2007  2:03PM,2,,
109,2007E1,2007E1_1429,Excused Absence,09/11/2007  2:25PM,3,,
108,2007E1,2007E1_1425,No,09/10/2007  7:47PM,1,R2,
108,2007E1,2007E1_1430,Aye,09/11/2007  2:26PM,2,,
108,2007E1,2007E1_1426,Aye,09/11/2007  1:32PM,2,A1,A1 Luebke
108,2007E1,2007E1_1427,Aye,09/11/2007  1:57PM,2,A2,A2 Blust
108,2007E1,2007E1_1428,No,09/11/2007  2:03PM,2,,
108,2007E1,2007E1_1429,No,09/11/2007  2:25PM,3,,
107,2007E1,2007E1_1425,Aye,09/10/2007  7:47PM,1,R2,
107,2007E1,2007E1_1430,Aye,09/11/2007  2:26PM,2,,
