120,2007E2,2007E2_1,Aye,03/20/2008 10:06AM,1,,
120,2007E2,2007E2_2,Aye,03/20/2008 10:09AM,1,R2,
120,2007E2,2007E2_3,No,03/20/2008 11:37AM,1,A1,A1 Jones
120,2007E2,2007E2_4,Aye,03/20/2008 11:41AM,1,R2,
120,2007E2,2007E2_5,Aye,03/20/2008 11:44AM,2,,
119,2007E2,2007E2_1,Aye,03/20/2008 10:06AM,1,,
119,2007E2,2007E2_2,No,03/20/2008 10:09AM,1,R2,
119,2007E2,2007E2_3,Aye,03/20/2008 11:37AM,1,A1,A1 Jones
119,2007E2,2007E2_4,No,03/20/2008 11:41AM,1,R2,
119,2007E2,2007E2_5,Excused Vote,03/20/2008 11:44AM,2,,
118,2007E2,2007E2_1,Aye,03/20/2008 10:06AM,1,,
118,2007E2,2007E2_2,Aye,03/20/2008 10:09AM,1,R2,
118,2007E2,2007E2_3,No,03/20/2008 11:37AM,1,A1,A1 Jones
118,2007E2,2007E2_4,Aye,03/20/2008 11:41AM,1,R2,
118,2007E2,2007E2_5,Aye,03/20/2008 11:44AM,2,,
117,2007E2,2007E2_1,N/V,03/20/2008 10:06AM,1,,
117,2007E2,2007E2_2,Aye,03/20/2008 10:09AM,1,R2,
117,2007E2,2007E2_3,Aye,03/20/2008 11:37AM,1,A1,A1 Jones
117,2007E2,2007E2_4,No,03/20/2008 11:41AM,1,R2,
117,2007E2,2007E2_5,Aye,03/20/2008 11:44AM,2,,
116,2007E2,2007E2_1,Aye,03/20/2008 10:06AM,1,,
116,2007E2,2007E2_2,Aye,03/20/2008 10:09AM,1,R2,
116,2007E2,2007E2_3,No,03/20/2008 11:37AM,1,A1,A1 Jones
116,2007E2,2007E2_4,Aye,03/20/2008 11:41AM,1,R2,
116,2007E2,2007E2_5,Aye,03/20/2008 11:44AM,2,,
115,2007E2,2007E2_1,Aye,03/20/2008 10:06AM,1,,
115,2007E2,2007E2_2,Aye,03/20/2008 10:09AM,1,R2,
